Ortholog group	Gene name	Organism name	Ortholog gene name	Ortholog organism name	Relationship
460_454_8886	BdiBd21-3.1G0807200	BdistachyonBd21-3_v1.1	Sobic.008G152500	Sbicolor_v3.1.1	one-to-one
460_454_7404	BdiBd21-3.1G0807400	BdistachyonBd21-3_v1.1	Sobic.002G001600	Sbicolor_v3.1.1	one-to-one
460_454_7944	BdiBd21-3.1G0807500	BdistachyonBd21-3_v1.1	Sobic.002G001500	Sbicolor_v3.1.1	one-to-one
460_454_2098	BdiBd21-3.1G0807600	BdistachyonBd21-3_v1.1	Sobic.002G001400	Sbicolor_v3.1.1	one-to-one
460_454_11204	BdiBd21-3.1G0808100	BdistachyonBd21-3_v1.1	Sobic.002G272300	Sbicolor_v3.1.1	one-to-one
460_454_15766	BdiBd21-3.1G0808200	BdistachyonBd21-3_v1.1	Sobic.002G001100	Sbicolor_v3.1.1	one-to-one
460_454_5830	BdiBd21-3.1G0808300	BdistachyonBd21-3_v1.1	Sobic.002G001000	Sbicolor_v3.1.1	one-to-one
460_454_4384	BdiBd21-3.1G0808400	BdistachyonBd21-3_v1.1	Sobic.002G000800	Sbicolor_v3.1.1	one-to-one
460_454_4778	BdiBd21-3.1G0808500	BdistachyonBd21-3_v1.1	Sobic.002G000700	Sbicolor_v3.1.1	one-to-one
460_454_5587	BdiBd21-3.1G0808600	BdistachyonBd21-3_v1.1	Sobic.002G000600	Sbicolor_v3.1.1	one-to-one
460_454_5359	BdiBd21-3.1G0808800	BdistachyonBd21-3_v1.1	Sobic.001G336700	Sbicolor_v3.1.1	one-to-one
460_454_5278	BdiBd21-3.1G0809100	BdistachyonBd21-3_v1.1	Sobic.001G336600	Sbicolor_v3.1.1	one-to-one
460_454_16975	BdiBd21-3.1G0809200	BdistachyonBd21-3_v1.1	Sobic.010G139550	Sbicolor_v3.1.1	many-to-many
460_454_16975	BdiBd21-3.1G0809200	BdistachyonBd21-3_v1.1	Sobic.008G092866	Sbicolor_v3.1.1	many-to-many
460_454_16975	BdiBd21-3.1G0809200	BdistachyonBd21-3_v1.1	Sobic.008G096050	Sbicolor_v3.1.1	many-to-many
460_454_16975	BdiBd21-3.1G0809200	BdistachyonBd21-3_v1.1	Sobic.001G261525	Sbicolor_v3.1.1	many-to-many
460_454_16975	BdiBd21-3.1G0809200	BdistachyonBd21-3_v1.1	Sobic.010G026100	Sbicolor_v3.1.1	many-to-many
460_454_1889	BdiBd21-3.1G0809400	BdistachyonBd21-3_v1.1	Sobic.001G335900	Sbicolor_v3.1.1	one-to-one
460_454_514	BdiBd21-3.1G0809500	BdistachyonBd21-3_v1.1	Sobic.001G025000	Sbicolor_v3.1.1	many-to-many
460_454_514	BdiBd21-3.1G0809500	BdistachyonBd21-3_v1.1	Sobic.007G192600	Sbicolor_v3.1.1	many-to-many
460_454_11297	BdiBd21-3.1G0809600	BdistachyonBd21-3_v1.1	Sobic.001G335500	Sbicolor_v3.1.1	one-to-one
460_454_514	BdiBd21-3.1G0809700	BdistachyonBd21-3_v1.1	Sobic.001G025000	Sbicolor_v3.1.1	many-to-many
460_454_514	BdiBd21-3.1G0809700	BdistachyonBd21-3_v1.1	Sobic.007G192600	Sbicolor_v3.1.1	many-to-many
460_454_1938	BdiBd21-3.1G0810200	BdistachyonBd21-3_v1.1	Sobic.001G335300	Sbicolor_v3.1.1	one-to-one
460_454_13432	BdiBd21-3.1G0810700	BdistachyonBd21-3_v1.1	Sobic.001G335400	Sbicolor_v3.1.1	one-to-one
460_454_16801	BdiBd21-3.1G0810800	BdistachyonBd21-3_v1.1	Sobic.009G237800	Sbicolor_v3.1.1	one-to-many
460_454_16801	BdiBd21-3.1G0810800	BdistachyonBd21-3_v1.1	Sobic.001G337600	Sbicolor_v3.1.1	one-to-many
460_454_3254	BdiBd21-3.1G0811200	BdistachyonBd21-3_v1.1	Sobic.001G338400	Sbicolor_v3.1.1	one-to-one
460_454_10971	BdiBd21-3.1G0811600	BdistachyonBd21-3_v1.1	Sobic.001G338800	Sbicolor_v3.1.1	one-to-one
460_454_3451	BdiBd21-3.1G0811800	BdistachyonBd21-3_v1.1	Sobic.001G339100	Sbicolor_v3.1.1	one-to-one
460_454_12161	BdiBd21-3.1G0812100	BdistachyonBd21-3_v1.1	Sobic.004G336200	Sbicolor_v3.1.1	one-to-one
460_454_5030	BdiBd21-3.1G0812200	BdistachyonBd21-3_v1.1	Sobic.001G340300	Sbicolor_v3.1.1	one-to-one
460_454_16908	BdiBd21-3.1G0812300	BdistachyonBd21-3_v1.1	Sobic.001G340700	Sbicolor_v3.1.1	one-to-one
460_454_11136	BdiBd21-3.1G0812400	BdistachyonBd21-3_v1.1	Sobic.001G340600	Sbicolor_v3.1.1	one-to-one
460_454_14827	BdiBd21-3.1G0812600	BdistachyonBd21-3_v1.1	Sobic.001G340900	Sbicolor_v3.1.1	one-to-one
460_454_9477	BdiBd21-3.1G0812700	BdistachyonBd21-3_v1.1	Sobic.001G339600	Sbicolor_v3.1.1	one-to-one
460_454_12595	BdiBd21-3.1G0812900	BdistachyonBd21-3_v1.1	Sobic.001G341100	Sbicolor_v3.1.1	one-to-one
460_454_14669	BdiBd21-3.1G0813000	BdistachyonBd21-3_v1.1	Sobic.001G341300	Sbicolor_v3.1.1	one-to-one
460_454_7451	BdiBd21-3.1G0813200	BdistachyonBd21-3_v1.1	Sobic.001G341400	Sbicolor_v3.1.1	one-to-one
460_454_13031	BdiBd21-3.1G0813300	BdistachyonBd21-3_v1.1	Sobic.001G341500	Sbicolor_v3.1.1	many-to-one
460_454_7377	BdiBd21-3.1G0813700	BdistachyonBd21-3_v1.1	Sobic.001G341600	Sbicolor_v3.1.1	one-to-one
460_454_15276	BdiBd21-3.1G0813900	BdistachyonBd21-3_v1.1	Sobic.001G341700	Sbicolor_v3.1.1	one-to-one
460_454_11736	BdiBd21-3.1G0814300	BdistachyonBd21-3_v1.1	Sobic.001G324400	Sbicolor_v3.1.1	one-to-one
460_454_1804	BdiBd21-3.1G0814600	BdistachyonBd21-3_v1.1	Sobic.001G341800	Sbicolor_v3.1.1	one-to-one
460_454_6809	BdiBd21-3.1G0814800	BdistachyonBd21-3_v1.1	Sobic.001G341900	Sbicolor_v3.1.1	one-to-one
460_454_13429	BdiBd21-3.1G0815200	BdistachyonBd21-3_v1.1	Sobic.001G342300	Sbicolor_v3.1.1	one-to-one
460_454_3569	BdiBd21-3.1G0815400	BdistachyonBd21-3_v1.1	Sobic.001G342600	Sbicolor_v3.1.1	many-to-one
460_454_10304	BdiBd21-3.1G0815500	BdistachyonBd21-3_v1.1	Sobic.001G342900	Sbicolor_v3.1.1	one-to-one
460_454_3401	BdiBd21-3.1G0815700	BdistachyonBd21-3_v1.1	Sobic.001G343000	Sbicolor_v3.1.1	one-to-one
460_454_3968	BdiBd21-3.1G0815900	BdistachyonBd21-3_v1.1	Sobic.001G344400	Sbicolor_v3.1.1	one-to-one
460_454_867	BdiBd21-3.1G0816300	BdistachyonBd21-3_v1.1	Sobic.001G344500	Sbicolor_v3.1.1	one-to-one
460_454_105	BdiBd21-3.1G0816800	BdistachyonBd21-3_v1.1	Sobic.001G345100	Sbicolor_v3.1.1	one-to-one
460_454_9257	BdiBd21-3.1G0816900	BdistachyonBd21-3_v1.1	Sobic.001G345200	Sbicolor_v3.1.1	one-to-one
460_454_5585	BdiBd21-3.1G0817000	BdistachyonBd21-3_v1.1	Sobic.001G345300	Sbicolor_v3.1.1	one-to-one
460_454_2908	BdiBd21-3.1G0817700	BdistachyonBd21-3_v1.1	Sobic.001G346100	Sbicolor_v3.1.1	one-to-one
460_454_3134	BdiBd21-3.2G0051600	BdistachyonBd21-3_v1.1	Sobic.003G058800	Sbicolor_v3.1.1	one-to-one
460_454_2480	BdiBd21-3.1G0817900	BdistachyonBd21-3_v1.1	Sobic.001G346300	Sbicolor_v3.1.1	one-to-one
460_454_6242	BdiBd21-3.1G0818000	BdistachyonBd21-3_v1.1	Sobic.001G346500	Sbicolor_v3.1.1	one-to-one
460_454_5588	BdiBd21-3.1G0818100	BdistachyonBd21-3_v1.1	Sobic.001G346700	Sbicolor_v3.1.1	one-to-one
460_454_5905	BdiBd21-3.1G0818200	BdistachyonBd21-3_v1.1	Sobic.001G346900	Sbicolor_v3.1.1	one-to-one
460_454_4064	BdiBd21-3.1G0818400	BdistachyonBd21-3_v1.1	Sobic.001G347300	Sbicolor_v3.1.1	one-to-one
460_454_17062	BdiBd21-3.1G0818600	BdistachyonBd21-3_v1.1	Sobic.001G347400	Sbicolor_v3.1.1	one-to-one
460_454_135	BdiBd21-3.1G0818700	BdistachyonBd21-3_v1.1	Sobic.001G347500	Sbicolor_v3.1.1	one-to-one
460_454_3605	BdiBd21-3.1G0818800	BdistachyonBd21-3_v1.1	Sobic.001G347600	Sbicolor_v3.1.1	one-to-one
460_454_11650	BdiBd21-3.1G0819100	BdistachyonBd21-3_v1.1	Sobic.001G347800	Sbicolor_v3.1.1	one-to-one
460_454_8731	BdiBd21-3.1G0819200	BdistachyonBd21-3_v1.1	Sobic.001G348000	Sbicolor_v3.1.1	one-to-one
460_454_18014	BdiBd21-3.1G0819500	BdistachyonBd21-3_v1.1	Sobic.001G348200	Sbicolor_v3.1.1	one-to-one
460_454_18306	BdiBd21-3.1G0819700	BdistachyonBd21-3_v1.1	Sobic.001G348300	Sbicolor_v3.1.1	one-to-many
460_454_18306	BdiBd21-3.1G0819700	BdistachyonBd21-3_v1.1	Sobic.001G348400	Sbicolor_v3.1.1	one-to-many
460_454_7664	BdiBd21-3.1G0819900	BdistachyonBd21-3_v1.1	Sobic.001G348600	Sbicolor_v3.1.1	one-to-one
460_454_6503	BdiBd21-3.1G0820200	BdistachyonBd21-3_v1.1	Sobic.001G348900	Sbicolor_v3.1.1	one-to-one
460_454_8914	BdiBd21-3.1G0820400	BdistachyonBd21-3_v1.1	Sobic.001G349400	Sbicolor_v3.1.1	one-to-one
460_454_13636	BdiBd21-3.1G0820500	BdistachyonBd21-3_v1.1	Sobic.001G349500	Sbicolor_v3.1.1	one-to-one
460_454_2596	BdiBd21-3.1G0820600	BdistachyonBd21-3_v1.1	Sobic.001G347100	Sbicolor_v3.1.1	one-to-one
460_454_18298	BdiBd21-3.1G0820700	BdistachyonBd21-3_v1.1	Sobic.002G378401	Sbicolor_v3.1.1	one-to-one
460_454_12544	BdiBd21-3.1G0821400	BdistachyonBd21-3_v1.1	Sobic.001G349700	Sbicolor_v3.1.1	one-to-one
460_454_1502	BdiBd21-3.1G0821700	BdistachyonBd21-3_v1.1	Sobic.001G349800	Sbicolor_v3.1.1	one-to-one
460_454_8867	BdiBd21-3.1G0821900	BdistachyonBd21-3_v1.1	Sobic.001G350400	Sbicolor_v3.1.1	one-to-one
460_454_14767	BdiBd21-3.1G0822000	BdistachyonBd21-3_v1.1	Sobic.001G350600	Sbicolor_v3.1.1	one-to-one
460_454_16818	BdiBd21-3.1G0822100	BdistachyonBd21-3_v1.1	Sobic.009G174833	Sbicolor_v3.1.1	many-to-one
460_454_7708	BdiBd21-3.1G0822200	BdistachyonBd21-3_v1.1	Sobic.001G350700	Sbicolor_v3.1.1	one-to-one
460_454_11206	BdiBd21-3.1G0822400	BdistachyonBd21-3_v1.1	Sobic.008G098800	Sbicolor_v3.1.1	one-to-many
460_454_11206	BdiBd21-3.1G0822400	BdistachyonBd21-3_v1.1	Sobic.002G379500	Sbicolor_v3.1.1	one-to-many
460_454_781	BdiBd21-3.1G0822500	BdistachyonBd21-3_v1.1	Sobic.001G350900	Sbicolor_v3.1.1	one-to-one
460_454_3737	BdiBd21-3.1G0822600	BdistachyonBd21-3_v1.1	Sobic.001G351000	Sbicolor_v3.1.1	one-to-one
460_454_9503	BdiBd21-3.1G0822700	BdistachyonBd21-3_v1.1	Sobic.001G351100	Sbicolor_v3.1.1	one-to-one
460_454_10636	BdiBd21-3.1G0822800	BdistachyonBd21-3_v1.1	Sobic.001G351200	Sbicolor_v3.1.1	one-to-one
460_454_14494	BdiBd21-3.1G0822900	BdistachyonBd21-3_v1.1	Sobic.002G304400	Sbicolor_v3.1.1	many-to-many
460_454_14494	BdiBd21-3.1G0822900	BdistachyonBd21-3_v1.1	Sobic.010G257400	Sbicolor_v3.1.1	many-to-many
460_454_11379	BdiBd21-3.1G0823300	BdistachyonBd21-3_v1.1	Sobic.001G351500	Sbicolor_v3.1.1	one-to-many
460_454_11379	BdiBd21-3.1G0823300	BdistachyonBd21-3_v1.1	Sobic.001G351400	Sbicolor_v3.1.1	one-to-many
460_454_10432	BdiBd21-3.1G0823400	BdistachyonBd21-3_v1.1	Sobic.001G351600	Sbicolor_v3.1.1	one-to-one
460_454_690	BdiBd21-3.1G0823500	BdistachyonBd21-3_v1.1	Sobic.001G351700	Sbicolor_v3.1.1	one-to-one
460_454_12916	BdiBd21-3.1G0823600	BdistachyonBd21-3_v1.1	Sobic.003G022800	Sbicolor_v3.1.1	one-to-one
460_454_7345	BdiBd21-3.1G0823800	BdistachyonBd21-3_v1.1	Sobic.001G352400	Sbicolor_v3.1.1	one-to-one
460_454_11811	BdiBd21-3.1G0823900	BdistachyonBd21-3_v1.1	Sobic.001G352600	Sbicolor_v3.1.1	one-to-one
460_454_151	BdiBd21-3.1G0824400	BdistachyonBd21-3_v1.1	Sobic.001G352900	Sbicolor_v3.1.1	one-to-one
460_454_4804	BdiBd21-3.1G0824600	BdistachyonBd21-3_v1.1	Sobic.001G353000	Sbicolor_v3.1.1	one-to-one
460_454_5433	BdiBd21-3.1G0824700	BdistachyonBd21-3_v1.1	Sobic.001G353100	Sbicolor_v3.1.1	one-to-one
460_454_9896	BdiBd21-3.2G0051700	BdistachyonBd21-3_v1.1	Sobic.003G058700	Sbicolor_v3.1.1	one-to-one
460_454_11083	BdiBd21-3.1G0824800	BdistachyonBd21-3_v1.1	Sobic.010G268800	Sbicolor_v3.1.1	one-to-one
460_454_9951	BdiBd21-3.1G0825000	BdistachyonBd21-3_v1.1	Sobic.001G353300	Sbicolor_v3.1.1	one-to-one
460_454_7523	BdiBd21-3.1G0825200	BdistachyonBd21-3_v1.1	Sobic.001G353400	Sbicolor_v3.1.1	one-to-one
460_454_16386	BdiBd21-3.1G0825300	BdistachyonBd21-3_v1.1	Sobic.001G353501	Sbicolor_v3.1.1	one-to-one
460_454_17558	BdiBd21-3.1G0825500	BdistachyonBd21-3_v1.1	Sobic.001G353600	Sbicolor_v3.1.1	one-to-one
460_454_4272	BdiBd21-3.1G0825900	BdistachyonBd21-3_v1.1	Sobic.001G354600	Sbicolor_v3.1.1	one-to-one
460_454_18323	BdiBd21-3.1G0826400	BdistachyonBd21-3_v1.1	Sobic.001G354900	Sbicolor_v3.1.1	one-to-one
460_454_15030	BdiBd21-3.1G0826500	BdistachyonBd21-3_v1.1	Sobic.001G355000	Sbicolor_v3.1.1	one-to-one
460_454_10787	BdiBd21-3.1G0826600	BdistachyonBd21-3_v1.1	Sobic.001G355100	Sbicolor_v3.1.1	one-to-one
460_454_7819	BdiBd21-3.1G0826700	BdistachyonBd21-3_v1.1	Sobic.001G355200	Sbicolor_v3.1.1	one-to-one
460_454_8206	BdiBd21-3.1G0826800	BdistachyonBd21-3_v1.1	Sobic.001G355300	Sbicolor_v3.1.1	one-to-one
460_454_10116	BdiBd21-3.1G0827200	BdistachyonBd21-3_v1.1	Sobic.001G355500	Sbicolor_v3.1.1	one-to-one
460_454_13977	BdiBd21-3.1G0827300	BdistachyonBd21-3_v1.1	Sobic.001G355600	Sbicolor_v3.1.1	one-to-one
460_454_2440	BdiBd21-3.1G0827600	BdistachyonBd21-3_v1.1	Sobic.001G355800	Sbicolor_v3.1.1	one-to-one
460_454_18264	BdiBd21-3.1G0827700	BdistachyonBd21-3_v1.1	Sobic.001G355900	Sbicolor_v3.1.1	one-to-one
460_454_5705	BdiBd21-3.1G0828000	BdistachyonBd21-3_v1.1	Sobic.001G356200	Sbicolor_v3.1.1	one-to-one
460_454_9017	BdiBd21-3.2G0051800	BdistachyonBd21-3_v1.1	Sobic.003G058500	Sbicolor_v3.1.1	one-to-one
460_454_6257	BdiBd21-3.1G0828300	BdistachyonBd21-3_v1.1	Sobic.001G356500	Sbicolor_v3.1.1	one-to-one
460_454_8491	BdiBd21-3.1G0828400	BdistachyonBd21-3_v1.1	Sobic.006G032900	Sbicolor_v3.1.1	one-to-one
460_454_456	BdiBd21-3.1G0828500	BdistachyonBd21-3_v1.1	Sobic.003G124600	Sbicolor_v3.1.1	one-to-many
460_454_456	BdiBd21-3.1G0828500	BdistachyonBd21-3_v1.1	Sobic.004G174200	Sbicolor_v3.1.1	one-to-many
460_454_4400	BdiBd21-3.1G0828600	BdistachyonBd21-3_v1.1	Sobic.001G356600	Sbicolor_v3.1.1	many-to-one
460_454_4400	BdiBd21-3.1G0829000	BdistachyonBd21-3_v1.1	Sobic.001G356600	Sbicolor_v3.1.1	many-to-one
460_454_13102	BdiBd21-3.1G0829300	BdistachyonBd21-3_v1.1	Sobic.001G357200	Sbicolor_v3.1.1	one-to-one
460_454_5390	BdiBd21-3.1G0829400	BdistachyonBd21-3_v1.1	Sobic.001G357300	Sbicolor_v3.1.1	one-to-one
460_454_13489	BdiBd21-3.1G0829500	BdistachyonBd21-3_v1.1	Sobic.001G357400	Sbicolor_v3.1.1	one-to-one
460_454_6229	BdiBd21-3.1G0830000	BdistachyonBd21-3_v1.1	Sobic.001G357500	Sbicolor_v3.1.1	one-to-one
460_454_5849	BdiBd21-3.1G0830100	BdistachyonBd21-3_v1.1	Sobic.001G357700	Sbicolor_v3.1.1	one-to-one
460_454_9517	BdiBd21-3.1G0830200	BdistachyonBd21-3_v1.1	Sobic.001G357900	Sbicolor_v3.1.1	one-to-one
460_454_13570	BdiBd21-3.1G0830300	BdistachyonBd21-3_v1.1	Sobic.001G358000	Sbicolor_v3.1.1	one-to-one
460_454_4963	BdiBd21-3.1G0830400	BdistachyonBd21-3_v1.1	Sobic.001G358200	Sbicolor_v3.1.1	one-to-one
460_454_10084	BdiBd21-3.1G0830500	BdistachyonBd21-3_v1.1	Sobic.001G358300	Sbicolor_v3.1.1	one-to-one
460_454_12194	BdiBd21-3.1G0830600	BdistachyonBd21-3_v1.1	Sobic.001G358500	Sbicolor_v3.1.1	one-to-one
460_454_6823	BdiBd21-3.1G0830900	BdistachyonBd21-3_v1.1	Sobic.001G358600	Sbicolor_v3.1.1	one-to-one
460_454_5188	BdiBd21-3.1G0831700	BdistachyonBd21-3_v1.1	Sobic.001G359400	Sbicolor_v3.1.1	one-to-many
460_454_5188	BdiBd21-3.1G0831700	BdistachyonBd21-3_v1.1	Sobic.001G359500	Sbicolor_v3.1.1	one-to-many
460_454_14135	BdiBd21-3.1G0831900	BdistachyonBd21-3_v1.1	Sobic.002G305900	Sbicolor_v3.1.1	one-to-one
460_454_3699	BdiBd21-3.1G0832000	BdistachyonBd21-3_v1.1	Sobic.006G086700	Sbicolor_v3.1.1	one-to-one
460_454_5230	BdiBd21-3.1G0832500	BdistachyonBd21-3_v1.1	Sobic.001G359900	Sbicolor_v3.1.1	one-to-one
460_454_7881	BdiBd21-3.1G0832600	BdistachyonBd21-3_v1.1	Sobic.001G360000	Sbicolor_v3.1.1	one-to-one
460_454_11216	BdiBd21-3.1G0832700	BdistachyonBd21-3_v1.1	Sobic.001G360200	Sbicolor_v3.1.1	one-to-one
460_454_8199	BdiBd21-3.1G0833400	BdistachyonBd21-3_v1.1	Sobic.007G001100	Sbicolor_v3.1.1	many-to-one
460_454_4681	BdiBd21-3.1G0833600	BdistachyonBd21-3_v1.1	Sobic.001G360800	Sbicolor_v3.1.1	one-to-many
460_454_4681	BdiBd21-3.1G0833600	BdistachyonBd21-3_v1.1	Sobic.001G360700	Sbicolor_v3.1.1	one-to-many
460_454_2406	BdiBd21-3.1G0833700	BdistachyonBd21-3_v1.1	Sobic.001G360900	Sbicolor_v3.1.1	one-to-one
460_454_15295	BdiBd21-3.1G0833800	BdistachyonBd21-3_v1.1	Sobic.001G361000	Sbicolor_v3.1.1	one-to-one
460_454_7108	BdiBd21-3.1G0834000	BdistachyonBd21-3_v1.1	Sobic.001G361200	Sbicolor_v3.1.1	one-to-one
460_454_11543	BdiBd21-3.1G0834200	BdistachyonBd21-3_v1.1	Sobic.001G361700	Sbicolor_v3.1.1	one-to-one
460_454_4939	BdiBd21-3.1G0834400	BdistachyonBd21-3_v1.1	Sobic.001G361800	Sbicolor_v3.1.1	one-to-one
460_454_6808	BdiBd21-3.1G0834500	BdistachyonBd21-3_v1.1	Sobic.001G362001	Sbicolor_v3.1.1	one-to-one
460_454_6755	BdiBd21-3.1G0834900	BdistachyonBd21-3_v1.1	Sobic.001G362200	Sbicolor_v3.1.1	one-to-one
460_454_13634	BdiBd21-3.1G0835100	BdistachyonBd21-3_v1.1	Sobic.001G362300	Sbicolor_v3.1.1	one-to-one
460_454_8636	BdiBd21-3.1G0835200	BdistachyonBd21-3_v1.1	Sobic.001G362400	Sbicolor_v3.1.1	one-to-one
460_454_4982	BdiBd21-3.1G0835300	BdistachyonBd21-3_v1.1	Sobic.001G362500	Sbicolor_v3.1.1	one-to-one
460_454_14098	BdiBd21-3.1G0835500	BdistachyonBd21-3_v1.1	Sobic.001G362800	Sbicolor_v3.1.1	one-to-one
460_454_9922	BdiBd21-3.1G0835600	BdistachyonBd21-3_v1.1	Sobic.001G363000	Sbicolor_v3.1.1	one-to-one
460_454_2016	BdiBd21-3.1G0835700	BdistachyonBd21-3_v1.1	Sobic.001G363300	Sbicolor_v3.1.1	one-to-one
460_454_15033	BdiBd21-3.1G0835800	BdistachyonBd21-3_v1.1	Sobic.001G364500	Sbicolor_v3.1.1	one-to-one
460_454_13921	BdiBd21-3.1G0836000	BdistachyonBd21-3_v1.1	Sobic.001G364600	Sbicolor_v3.1.1	one-to-one
460_454_9291	BdiBd21-3.1G0836300	BdistachyonBd21-3_v1.1	Sobic.001G364800	Sbicolor_v3.1.1	one-to-one
460_454_2976	BdiBd21-3.1G0836500	BdistachyonBd21-3_v1.1	Sobic.001G365200	Sbicolor_v3.1.1	one-to-one
460_454_3673	BdiBd21-3.1G0836800	BdistachyonBd21-3_v1.1	Sobic.001G365600	Sbicolor_v3.1.1	one-to-one
460_454_6881	BdiBd21-3.1G0837000	BdistachyonBd21-3_v1.1	Sobic.010G081600	Sbicolor_v3.1.1	many-to-one
460_454_14421	BdiBd21-3.1G0837200	BdistachyonBd21-3_v1.1	Sobic.001G365800	Sbicolor_v3.1.1	one-to-one
460_454_580	BdiBd21-3.1G0837300	BdistachyonBd21-3_v1.1	Sobic.001G365900	Sbicolor_v3.1.1	one-to-one
460_454_880	BdiBd21-3.1G0837900	BdistachyonBd21-3_v1.1	Sobic.001G366700	Sbicolor_v3.1.1	one-to-one
460_454_1188	BdiBd21-3.1G0838100	BdistachyonBd21-3_v1.1	Sobic.001G366800	Sbicolor_v3.1.1	one-to-one
460_454_12898	BdiBd21-3.1G0838200	BdistachyonBd21-3_v1.1	Sobic.001G367000	Sbicolor_v3.1.1	one-to-one
460_454_1023	BdiBd21-3.1G0838400	BdistachyonBd21-3_v1.1	Sobic.001G367100	Sbicolor_v3.1.1	one-to-one
460_454_1720	BdiBd21-3.1G0838900	BdistachyonBd21-3_v1.1	Sobic.001G367301	Sbicolor_v3.1.1	one-to-one
460_454_17526	BdiBd21-3.1G0839400	BdistachyonBd21-3_v1.1	Sobic.007G048500	Sbicolor_v3.1.1	one-to-one
460_454_10899	BdiBd21-3.1G0839700	BdistachyonBd21-3_v1.1	Sobic.001G367700	Sbicolor_v3.1.1	one-to-one
460_454_11028	BdiBd21-3.1G0839800	BdistachyonBd21-3_v1.1	Sobic.001G376100	Sbicolor_v3.1.1	many-to-many
460_454_11028	BdiBd21-3.1G0839800	BdistachyonBd21-3_v1.1	Sobic.001G379800	Sbicolor_v3.1.1	many-to-many
460_454_14808	BdiBd21-3.1G0839900	BdistachyonBd21-3_v1.1	Sobic.001G367800	Sbicolor_v3.1.1	one-to-one
460_454_5040	BdiBd21-3.1G0840200	BdistachyonBd21-3_v1.1	Sobic.001G368100	Sbicolor_v3.1.1	one-to-one
460_454_8461	BdiBd21-3.1G0840300	BdistachyonBd21-3_v1.1	Sobic.002G404300	Sbicolor_v3.1.1	one-to-one
460_454_12040	BdiBd21-3.1G0840500	BdistachyonBd21-3_v1.1	Sobic.001G368500	Sbicolor_v3.1.1	one-to-one
460_454_709	BdiBd21-3.1G0841000	BdistachyonBd21-3_v1.1	Sobic.001G369000	Sbicolor_v3.1.1	one-to-one
460_454_8459	BdiBd21-3.1G0841100	BdistachyonBd21-3_v1.1	Sobic.001G368900	Sbicolor_v3.1.1	one-to-one
460_454_7918	BdiBd21-3.1G0841800	BdistachyonBd21-3_v1.1	Sobic.008G179200	Sbicolor_v3.1.1	one-to-one
460_454_10212	BdiBd21-3.1G0841200	BdistachyonBd21-3_v1.1	Sobic.001G368800	Sbicolor_v3.1.1	one-to-one
460_454_23	BdiBd21-3.1G0842000	BdistachyonBd21-3_v1.1	Sobic.001G370400	Sbicolor_v3.1.1	one-to-one
460_454_10773	BdiBd21-3.1G0841300	BdistachyonBd21-3_v1.1	Sobic.001G368600	Sbicolor_v3.1.1	one-to-one
460_454_12345	BdiBd21-3.1G0841400	BdistachyonBd21-3_v1.1	Sobic.007G204500	Sbicolor_v3.1.1	many-to-one
460_454_3955	BdiBd21-3.1G0841600	BdistachyonBd21-3_v1.1	Sobic.001G370300	Sbicolor_v3.1.1	one-to-one
460_454_14716	BdiBd21-3.1G0842100	BdistachyonBd21-3_v1.1	Sobic.001G370500	Sbicolor_v3.1.1	one-to-one
460_454_16104	BdiBd21-3.1G0842300	BdistachyonBd21-3_v1.1	Sobic.001G370700	Sbicolor_v3.1.1	one-to-one
460_454_215	BdiBd21-3.1G0842500	BdistachyonBd21-3_v1.1	Sobic.001G370900	Sbicolor_v3.1.1	one-to-one
460_454_10531	BdiBd21-3.1G0844700	BdistachyonBd21-3_v1.1	Sobic.002G421700	Sbicolor_v3.1.1	many-to-many
460_454_10531	BdiBd21-3.1G0844700	BdistachyonBd21-3_v1.1	Sobic.005G101100	Sbicolor_v3.1.1	many-to-many
460_454_3965	BdiBd21-3.1G0842600	BdistachyonBd21-3_v1.1	Sobic.001G371000	Sbicolor_v3.1.1	one-to-one
460_454_8889	BdiBd21-3.1G0842800	BdistachyonBd21-3_v1.1	Sobic.001G371200	Sbicolor_v3.1.1	one-to-one
460_454_9518	BdiBd21-3.1G0842900	BdistachyonBd21-3_v1.1	Sobic.001G371300	Sbicolor_v3.1.1	one-to-one
460_454_13691	BdiBd21-3.1G0843000	BdistachyonBd21-3_v1.1	Sobic.001G371400	Sbicolor_v3.1.1	one-to-many
460_454_13691	BdiBd21-3.1G0843000	BdistachyonBd21-3_v1.1	Sobic.007G192700	Sbicolor_v3.1.1	one-to-many
460_454_7275	BdiBd21-3.1G0843100	BdistachyonBd21-3_v1.1	Sobic.001G371700	Sbicolor_v3.1.1	one-to-one
460_454_6674	BdiBd21-3.1G0843400	BdistachyonBd21-3_v1.1	Sobic.001G372000	Sbicolor_v3.1.1	one-to-one
460_454_8471	BdiBd21-3.1G0843500	BdistachyonBd21-3_v1.1	Sobic.001G372100	Sbicolor_v3.1.1	one-to-one
460_454_9966	BdiBd21-3.1G0843700	BdistachyonBd21-3_v1.1	Sobic.001G372700	Sbicolor_v3.1.1	one-to-one
460_454_3712	BdiBd21-3.1G0843800	BdistachyonBd21-3_v1.1	Sobic.003G407800	Sbicolor_v3.1.1	one-to-many
460_454_3712	BdiBd21-3.1G0843800	BdistachyonBd21-3_v1.1	Sobic.001G372800	Sbicolor_v3.1.1	one-to-many
